audio_id,question_id,wpm,pause_count,speech_duration,word_count,average_pause,silence_ratio,long_pause_count,filler_count,repetition_count,hesitation_label
AUD_468,Spontaneous,149,14,25.79,127,,,,,,Medium
AUD_469,Reading,153,13,64.44,123,,,,,,High
AUD_470,Reading,121,4,35.16,185,,,,,,Medium
AUD_471,Spontaneous,119,4,28.12,63,,,,,,Low
AUD_472,Reading,161,12,82.5,94,,,,,,Medium
AUD_473,Reading,95,7,64.78,87,,,,,,High
AUD_474,Reading,158,5,37.05,111,,,,,,High
AUD_475,Reading,163,5,47.07,145,,,,,,Medium
AUD_476,Spontaneous,137,2,88.13,116,,,,,,High
AUD_477,Spontaneous,172,13,80.35,110,,,,,,Medium
AUD_478,Reading,133,11,21.09,62,,,,,,High
AUD_479,Spontaneous,106,14,88.59,168,,,,,,Medium
AUD_480,Reading,123,13,45.8,136,,,,,,High
AUD_481,Reading,172,12,68.68,132,,,,,,Low
AUD_482,Spontaneous,179,5,69.89,129,,,,,,High
AUD_483,Reading,128,2,83.82,96,,,,,,Medium
AUD_484,Spontaneous,105,6,81.95,160,,,,,,High
AUD_485,Spontaneous,116,14,39.72,163,,,,,,Medium
AUD_486,Spontaneous,140,4,65.05,103,,,,,,Medium
AUD_487,Spontaneous,141,14,47.56,120,,,,,,Medium
AUD_488,Spontaneous,147,11,56.79,121,,,,,,Medium
AUD_489,Spontaneous,165,6,58.83,74,,,,,,High
AUD_490,Spontaneous,154,4,47.74,72,,,,,,Medium
AUD_491,Spontaneous,113,6,52.47,60,,,,,,High
AUD_492,Spontaneous,126,5,34.58,76,,,,,,Medium
AUD_493,Reading,166,10,62.54,166,,,,,,High
AUD_494,Spontaneous,147,7,73.13,116,,,,,,High
AUD_495,Reading,105,13,50.08,96,,,,,,Medium
AUD_496,Spontaneous,119,11,88.44,57,,,,,,Medium
AUD_497,Reading,161,3,24.01,126,,,,,,High
AUD_498,Spontaneous,105,2,61.24,116,,,,,,Medium
AUD_499,Spontaneous,152,2,60.85,197,,,,,,Medium
AUD_500,Spontaneous,141,2,22.54,84,,,,,,Medium
AUD_501,Reading,103,10,35.72,126,,,,,,Medium
AUD_502,Reading,152,6,83.39,197,,,,,,High
AUD_503,Spontaneous,103,5,58.12,73,,,,,,High
AUD_504,Reading,126,11,50.55,104,,,,,,Medium
AUD_505,Spontaneous,118,6,49.08,186,,,,,,High
AUD_506,Reading,152,10,82.17,143,,,,,,Medium
AUD_507,Reading,160,4,45.69,193,,,,,,High
AUD_508,Reading,105,4,80.14,107,,,,,,High
AUD_509,Spontaneous,163,13,41.64,113,,,,,,High
AUD_510,Reading,91,3,57.21,125,,,,,,Medium
AUD_511,Reading,138,9,30.07,164,,,,,,Medium
AUD_512,Spontaneous,137,8,77.75,98,,,,,,High
AUD_513,Spontaneous,146,3,71.52,78,,,,,,High
AUD_514,Reading,112,5,57.11,167,,,,,,High
AUD_515,Reading,91,8,21.81,131,,,,,,High
AUD_516,Spontaneous,131,2,53.69,56,,,,,,High
AUD_517,Spontaneous,96,2,35.76,126,,,,,,High
AUD_518,Spontaneous,170,9,48.94,171,,,,,,High
AUD_519,Spontaneous,106,7,79.95,118,,,,,,Medium
AUD_520,Spontaneous,128,3,73.87,139,,,,,,Medium
AUD_521,Reading,129,11,36.94,51,,,,,,Medium
AUD_522,Spontaneous,140,11,88.95,86,,,,,,High
AUD_523,Spontaneous,160,2,83.22,138,,,,,,Medium
AUD_524,Reading,132,4,57.01,176,,,,,,Medium
AUD_525,Spontaneous,92,13,57.11,152,,,,,,High
AUD_526,Spontaneous,159,5,83.09,79,,,,,,High
AUD_527,Spontaneous,97,14,64.53,90,,,,,,Low
AUD_528,Reading,148,6,57.57,53,,,,,,High
AUD_529,Spontaneous,162,12,72.44,132,,,,,,Medium
AUD_530,Spontaneous,115,11,36.46,160,,,,,,High
AUD_531,Spontaneous,130,4,81.49,73,,,,,,Medium
AUD_532,Spontaneous,91,14,57.2,99,,,,,,High
AUD_533,Reading,162,6,62.24,86,,,,,,High
AUD_534,Reading,153,13,26.3,74,,,,,,High
AUD_535,Spontaneous,111,8,41.67,142,,,,,,Medium
AUD_536,Spontaneous,125,12,49.87,174,,,,,,Medium
AUD_537,Spontaneous,153,10,48.97,80,,,,,,High
AUD_538,Spontaneous,122,6,74.48,141,,,,,,High
AUD_539,Spontaneous,105,5,39.76,87,,,,,,Medium
AUD_540,Spontaneous,137,11,32.75,176,,,,,,High
AUD_541,Spontaneous,155,12,60.78,107,,,,,,Medium
AUD_542,Reading,119,14,63.05,163,,,,,,High
AUD_543,Spontaneous,101,10,28.51,99,,,,,,Medium
AUD_544,Reading,165,9,20.17,181,,,,,,High
AUD_545,Reading,113,6,84.24,141,,,,,,High
AUD_546,Spontaneous,136,10,25.57,127,,,,,,Low
AUD_547,Reading,152,12,82.85,191,,,,,,Medium
AUD_548,Reading,119,10,47.95,178,,,,,,High
AUD_549,Reading,148,2,65.71,92,,,,,,Medium
AUD_550,Spontaneous,131,13,32.99,167,,,,,,Medium
AUD_551,Reading,141,7,77.67,108,,,,,,High
AUD_552,Reading,143,12,32.61,110,,,,,,High
AUD_553,Spontaneous,164,6,47.06,90,,,,,,Medium
AUD_554,Spontaneous,149,7,36.66,67,,,,,,High
AUD_555,Reading,114,11,78.63,128,,,,,,Medium
AUD_556,Spontaneous,95,4,80.08,79,,,,,,Medium
AUD_557,Spontaneous,90,4,46.04,151,,,,,,Low
AUD_558,Reading,171,11,41.52,60,,,,,,High
AUD_559,Reading,175,6,74.15,173,,,,,,High
AUD_560,Reading,98,8,81.5,115,,,,,,High
AUD_561,Spontaneous,134,5,63.68,148,,,,,,Medium
AUD_562,Reading,104,7,84.92,73,,,,,,Medium
AUD_563,Reading,175,6,46.81,126,,,,,,High
AUD_564,Spontaneous,112,3,30.63,177,,,,,,Medium
AUD_565,Spontaneous,135,14,32.58,143,,,,,,Medium
AUD_566,Spontaneous,105,12,66.89,136,,,,,,Medium
AUD_567,Spontaneous,120,13,48.53,173,,,,,,Medium
AUD_568,Reading,114,2,30.94,95,,,,,,Medium
AUD_569,Reading,133,7,40.46,142,,,,,,High
AUD_570,Reading,128,6,57.14,64,,,,,,High
AUD_571,Spontaneous,120,10,28.5,107,,,,,,Medium
AUD_572,Reading,100,13,20.24,121,,,,,,High
AUD_573,Spontaneous,134,8,84.21,147,,,,,,High
AUD_574,Spontaneous,167,2,41.34,122,,,,,,High
AUD_575,Spontaneous,156,14,35.5,130,,,,,,Medium
AUD_576,Reading,155,11,68.89,114,,,,,,Medium
AUD_577,Spontaneous,123,7,79.74,54,,,,,,Medium
AUD_578,Reading,154,12,64.26,77,,,,,,Medium
AUD_579,Reading,132,8,37.81,87,,,,,,Low
AUD_580,Reading,104,4,80.31,130,,,,,,Medium
AUD_581,Spontaneous,128,10,55.73,136,,,,,,Medium
AUD_582,Reading,102,12,46.68,195,,,,,,Medium
AUD_583,Reading,100,12,62.33,86,,,,,,Medium
AUD_584,Spontaneous,92,3,69.04,74,,,,,,High
AUD_585,Reading,115,2,61.57,132,,,,,,High
AUD_586,Spontaneous,120,11,84.42,76,,,,,,High
AUD_587,Reading,153,11,63.96,126,,,,,,High
AUD_588,Spontaneous,138,13,81.5,184,,,,,,Medium
AUD_589,Spontaneous,167,10,61.09,139,,,,,,High
AUD_590,Spontaneous,106,8,43.08,76,,,,,,High
AUD_591,Spontaneous,114,11,57.26,171,,,,,,Low
AUD_592,Spontaneous,175,14,26.04,108,,,,,,High
AUD_593,Reading,130,12,36.11,121,,,,,,Medium
AUD_594,Reading,161,2,73.64,140,,,,,,Medium
AUD_595,Reading,134,5,66.3,117,,,,,,Medium
AUD_596,Reading,132,11,31.66,155,,,,,,High
AUD_597,Spontaneous,103,14,50.66,53,,,,,,High
AUD_598,Spontaneous,167,4,29.94,195,,,,,,High
AUD_599,Reading,97,12,79.91,112,,,,,,High
AUD_600,Spontaneous,118,8,27.64,136,,,,,,Medium
AUD_601,Reading,151,6,65.8,160,,,,,,Medium
AUD_602,Spontaneous,136,10,62.49,189,,,,,,High
AUD_603,Spontaneous,169,12,53.09,185,,,,,,Medium
AUD_604,Reading,94,4,39.48,71,,,,,,High
AUD_605,Reading,148,12,48.28,140,,,,,,High
AUD_606,Spontaneous,133,7,76.45,165,,,,,,High
AUD_607,Reading,104,11,73.31,90,,,,,,High
AUD_608,Reading,157,3,71.72,130,,,,,,High
AUD_609,Reading,127,4,72.49,172,,,,,,High
AUD_610,Reading,138,5,30.07,106,,,,,,High
AUD_611,Spontaneous,177,7,26.94,176,,,,,,Medium
AUD_612,Spontaneous,134,12,80.3,144,,,,,,High
AUD_613,Spontaneous,164,2,78.6,104,,,,,,High
AUD_614,Spontaneous,159,7,67.69,55,,,,,,Medium
AUD_615,Reading,150,5,62.41,58,,,,,,Medium
AUD_616,Reading,171,9,45.68,81,,,,,,Medium
AUD_617,Reading,113,10,35.69,177,,,,,,High
AUD_618,Spontaneous,164,9,66.74,65,,,,,,Medium
AUD_619,Spontaneous,124,9,83.91,189,,,,,,High
AUD_620,Spontaneous,163,14,50.59,90,,,,,,High
AUD_621,Spontaneous,134,14,41.22,186,,,,,,Medium
AUD_622,Reading,167,3,38.95,174,,,,,,Medium
AUD_623,Reading,171,11,21.66,66,,,,,,High
AUD_624,Reading,144,3,56.42,159,,,,,,Medium
AUD_625,Spontaneous,136,7,89.18,182,,,,,,High
AUD_626,Spontaneous,160,6,77.07,75,,,,,,High
AUD_627,Spontaneous,114,7,82.82,178,,,,,,High
AUD_628,Spontaneous,91,10,63.48,50,,,,,,High
AUD_629,Spontaneous,127,13,53.7,84,,,,,,Medium
AUD_630,Spontaneous,136,11,89.33,58,,,,,,Medium
AUD_631,Reading,117,8,51.3,136,,,,,,High
AUD_632,Spontaneous,124,6,84.18,87,,,,,,Medium
AUD_633,Spontaneous,102,11,73.33,53,,,,,,Medium
AUD_634,Spontaneous,115,8,43.17,101,,,,,,Medium
AUD_635,Reading,112,9,55.21,196,,,,,,Medium
AUD_636,Reading,117,12,46.9,54,,,,,,High
AUD_637,Spontaneous,117,13,29.54,155,,,,,,Medium
AUD_638,Reading,140,2,44.97,97,,,,,,High
AUD_639,Reading,113,11,82.23,136,,,,,,Medium
AUD_640,Reading,175,12,72.68,87,,,,,,Medium
AUD_641,Spontaneous,136,12,39.43,101,,,,,,Medium
AUD_642,Reading,102,8,45.75,136,,,,,,Medium
AUD_643,Reading,115,5,63.15,95,,,,,,High
AUD_644,Reading,156,6,49.13,142,,,,,,Low
AUD_645,Spontaneous,91,14,55.21,186,,,,,,Medium
AUD_646,Reading,174,3,68.87,99,,,,,,High
AUD_647,Spontaneous,130,11,52.71,115,,,,,,High
AUD_648,Reading,137,6,33.37,87,,,,,,High
AUD_649,Spontaneous,179,10,56.44,154,,,,,,High
AUD_650,Spontaneous,135,2,44.93,197,,,,,,High
AUD_651,Spontaneous,175,4,40.35,65,,,,,,High
AUD_652,Spontaneous,172,5,42.97,128,,,,,,High
AUD_653,Spontaneous,175,10,50.73,62,,,,,,Low
AUD_654,Reading,163,3,82.06,163,,,,,,Medium
AUD_655,Reading,117,8,71.38,151,,,,,,Medium
AUD_656,Reading,121,10,66.75,197,,,,,,High
AUD_657,Spontaneous,123,13,52.99,184,,,,,,High
AUD_658,Spontaneous,178,11,20.13,136,,,,,,High
AUD_659,Spontaneous,122,5,43.84,137,,,,,,Medium
AUD_660,Reading,100,6,76.92,78,,,,,,Medium
AUD_661,Spontaneous,160,13,47.17,182,,,,,,High
AUD_662,Spontaneous,123,13,59.47,156,,,,,,Medium
AUD_663,Spontaneous,146,13,34.33,114,,,,,,Medium
AUD_664,Spontaneous,173,11,84.11,149,,,,,,High
AUD_665,Reading,142,5,84.62,164,,,,,,Low
AUD_666,Spontaneous,147,13,30.22,136,,,,,,Medium
AUD_667,Spontaneous,148,8,70.69,123,,,,,,Medium
AUD_668,Spontaneous,145,9,25.27,184,,,,,,Medium
AUD_669,Spontaneous,104,9,61.9,62,,,,,,Medium
AUD_670,Reading,131,4,32.51,143,,,,,,Medium
AUD_671,Spontaneous,91,3,30.2,127,,,,,,Medium
AUD_672,Reading,146,7,20.29,173,,,,,,High
AUD_673,Reading,142,13,85.86,174,,,,,,Medium
AUD_674,Spontaneous,119,2,78.05,87,,,,,,High
AUD_675,Spontaneous,137,13,25.42,62,,,,,,High
AUD_676,Reading,134,10,61.96,103,,,,,,Low
AUD_677,Spontaneous,113,8,36.3,155,,,,,,Medium
AUD_678,Spontaneous,116,9,38.48,93,,,,,,High
AUD_679,Reading,159,8,81.19,190,,,,,,Medium
AUD_680,Reading,158,6,28.0,73,,,,,,Medium
AUD_681,Reading,132,6,62.1,173,,,,,,High
AUD_682,Reading,155,8,48.09,78,,,,,,Medium
AUD_683,Reading,131,8,33.36,195,,,,,,Medium
AUD_684,Reading,167,3,51.63,141,,,,,,Medium
AUD_685,Spontaneous,120,3,85.83,54,,,,,,High
AUD_686,Spontaneous,173,8,74.71,195,,,,,,High
AUD_687,Spontaneous,139,6,29.25,174,,,,,,Medium
AUD_688,Spontaneous,138,3,79.46,120,,,,,,High
AUD_689,Spontaneous,150,2,85.62,148,,,,,,High
AUD_690,Spontaneous,121,10,39.39,61,,,,,,Medium
AUD_691,Spontaneous,155,12,43.34,101,,,,,,High
AUD_692,Spontaneous,119,9,28.84,95,,,,,,High
AUD_693,Spontaneous,126,3,44.15,153,,,,,,Medium
AUD_694,Reading,151,3,67.12,93,,,,,,High
AUD_695,Reading,124,4,39.05,58,,,,,,Medium
AUD_696,Spontaneous,108,5,20.48,189,,,,,,Medium
AUD_697,Spontaneous,168,10,43.7,149,,,,,,High
AUD_698,Reading,173,13,51.72,186,,,,,,High
AUD_699,Reading,146,7,59.64,152,,,,,,High
AUD_700,Reading,163,4,67.87,159,,,,,,Medium
AUD_701,Spontaneous,179,9,24.32,165,,,,,,Medium
AUD_702,Reading,145,7,52.88,71,,,,,,Medium
AUD_703,Reading,172,9,38.65,194,,,,,,High
AUD_704,Reading,122,11,86.36,137,,,,,,High
AUD_705,Spontaneous,153,13,45.19,192,,,,,,High
AUD_706,Reading,95,3,27.01,82,,,,,,High
AUD_707,Spontaneous,161,9,22.9,64,,,,,,High
AUD_708,Reading,165,12,38.58,76,,,,,,High
AUD_709,Reading,126,6,32.52,161,,,,,,High
AUD_710,Spontaneous,148,11,65.49,131,,,,,,High
AUD_711,Reading,167,13,79.29,97,,,,,,Medium
AUD_712,Reading,170,5,41.88,57,,,,,,High
AUD_713,Reading,100,4,60.45,183,,,,,,Medium
AUD_714,Spontaneous,164,13,71.12,167,,,,,,High
AUD_715,Spontaneous,115,10,47.89,133,,,,,,Medium
AUD_716,Spontaneous,155,11,24.64,51,,,,,,Medium
AUD_717,Reading,119,8,36.04,199,,,,,,Medium
AUD_718,Spontaneous,95,8,81.81,167,,,,,,High
AUD_719,Reading,109,7,77.71,70,,,,,,High
AUD_720,Reading,127,10,26.06,183,,,,,,High
AUD_721,Reading,157,4,35.68,172,,,,,,High
AUD_722,Reading,99,2,73.84,145,,,,,,Low
AUD_723,Reading,163,8,54.01,62,,,,,,Medium
AUD_724,Reading,180,10,73.2,50,,,,,,Medium
AUD_725,Reading,161,7,34.78,199,,,,,,High
AUD_726,Reading,133,11,86.69,166,,,,,,Medium
AUD_727,Spontaneous,141,3,74.85,113,,,,,,Medium
AUD_728,Spontaneous,91,14,33.82,199,,,,,,Medium
AUD_729,Reading,109,9,59.09,110,,,,,,Medium
AUD_730,Spontaneous,171,10,27.92,157,,,,,,Medium
AUD_731,Spontaneous,92,11,45.3,61,,,,,,High
AUD_732,Spontaneous,171,9,66.17,139,,,,,,High
AUD_733,Reading,100,10,43.11,181,,,,,,Medium
AUD_734,Spontaneous,102,2,65.97,132,,,,,,Medium
AUD_735,Reading,106,4,37.13,177,,,,,,High
AUD_736,Spontaneous,162,4,70.48,189,,,,,,High
AUD_737,Spontaneous,133,10,45.17,82,,,,,,High
AUD_738,Spontaneous,103,4,75.33,198,,,,,,High
AUD_739,Reading,152,11,29.57,177,,,,,,Medium
AUD_740,Reading,175,2,45.34,149,,,,,,High
AUD_741,Reading,142,4,52.48,155,,,,,,High
AUD_742,Reading,99,3,49.67,121,,,,,,High
AUD_743,Reading,95,10,50.32,123,,,,,,High
AUD_744,Reading,162,2,51.14,145,,,,,,High
AUD_745,Reading,146,12,89.22,141,,,,,,High
AUD_746,Reading,173,3,33.52,123,,,,,,Medium
AUD_747,Reading,139,2,73.81,121,,,,,,High
AUD_748,Spontaneous,96,10,58.63,108,,,,,,Medium
AUD_749,Spontaneous,126,8,48.95,105,,,,,,High
AUD_750,Reading,149,14,64.35,62,,,,,,High
AUD_751,Spontaneous,125,2,79.75,84,,,,,,High
AUD_752,Spontaneous,180,14,52.66,168,,,,,,Medium
AUD_753,Reading,126,14,80.54,164,,,,,,High
AUD_754,Reading,139,11,26.57,105,,,,,,High
AUD_755,Spontaneous,110,13,65.72,182,,,,,,Medium
AUD_756,Reading,104,7,43.32,102,,,,,,High
AUD_757,Spontaneous,148,6,47.07,150,,,,,,High
AUD_758,Reading,143,11,59.97,169,,,,,,Medium
AUD_759,Spontaneous,90,12,53.59,109,,,,,,Medium
AUD_760,Reading,116,6,46.72,154,,,,,,Medium
AUD_761,Spontaneous,148,5,41.58,183,,,,,,Medium
AUD_762,Spontaneous,163,4,63.28,155,,,,,,Medium
AUD_763,Spontaneous,118,14,55.39,129,,,,,,Low
AUD_764,Spontaneous,148,9,42.63,195,,,,,,High
AUD_765,Reading,114,8,34.35,60,,,,,,Medium
AUD_766,Spontaneous,152,6,74.21,100,,,,,,High
AUD_767,Reading,153,13,75.98,170,,,,,,High
AUD_768,Spontaneous,102,10,34.97,72,,,,,,Medium
AUD_769,Reading,150,13,38.32,96,,,,,,Medium
AUD_770,Spontaneous,120,8,36.74,124,,,,,,Medium
AUD_771,Reading,106,11,81.92,142,,,,,,High
AUD_772,Spontaneous,135,3,74.19,176,,,,,,High
AUD_773,Spontaneous,131,8,25.22,105,,,,,,Medium
AUD_774,Reading,160,8,78.29,122,,,,,,High
AUD_775,Spontaneous,98,5,22.58,186,,,,,,High
AUD_776,Spontaneous,161,13,37.72,67,,,,,,High
AUD_777,Spontaneous,100,13,84.33,93,,,,,,High
AUD_778,Spontaneous,109,9,80.5,198,,,,,,High
AUD_779,Reading,136,5,74.7,105,,,,,,High
AUD_780,Spontaneous,132,8,52.03,149,,,,,,Medium
AUD_781,Reading,179,5,42.5,50,,,,,,High
AUD_782,Reading,143,14,81.71,94,,,,,,High
AUD_783,Reading,119,9,66.0,112,,,,,,Low
AUD_784,Reading,171,4,40.69,107,,,,,,Medium
AUD_785,Spontaneous,118,3,52.42,112,,,,,,High
AUD_786,Spontaneous,115,11,81.71,87,,,,,,Medium
AUD_787,Reading,134,7,83.24,78,,,,,,Medium
AUD_788,Spontaneous,172,8,66.15,89,,,,,,Medium
AUD_789,Spontaneous,154,8,71.28,196,,,,,,Medium
AUD_790,Reading,151,7,22.75,137,,,,,,High
AUD_791,Reading,155,12,62.32,105,,,,,,High
AUD_792,Reading,149,9,68.23,93,,,,,,High
AUD_793,Spontaneous,158,13,21.43,149,,,,,,Medium
AUD_794,Reading,107,7,79.07,190,,,,,,Medium
AUD_795,Reading,106,7,84.98,98,,,,,,Medium
AUD_796,Spontaneous,123,4,36.66,164,,,,,,Medium
AUD_797,Spontaneous,167,13,79.21,124,,,,,,High
AUD_798,Spontaneous,154,3,66.59,188,,,,,,Medium
AUD_799,Spontaneous,141,8,60.65,98,,,,,,High
AUD_800,Spontaneous,92,7,79.02,156,,,,,,Medium
AUD_801,Spontaneous,111,2,39.99,160,,,,,,Medium
AUD_802,Spontaneous,162,3,75.36,164,,,,,,High
AUD_803,Spontaneous,112,3,42.02,70,,,,,,Low
AUD_804,Reading,156,2,75.12,96,,,,,,High
AUD_805,Spontaneous,107,4,51.57,52,,,,,,Medium
AUD_806,Reading,145,6,28.19,176,,,,,,Medium
AUD_807,Spontaneous,147,5,46.71,116,,,,,,Medium
AUD_808,Spontaneous,158,13,36.34,111,,,,,,Medium
AUD_809,Reading,129,3,27.04,199,,,,,,High
AUD_810,Spontaneous,147,9,27.72,80,,,,,,High
AUD_811,Reading,134,10,74.6,95,,,,,,Medium
AUD_812,Spontaneous,175,9,81.7,94,,,,,,Medium
AUD_813,Reading,137,8,84.9,63,,,,,,Medium
AUD_814,Reading,109,11,79.78,170,,,,,,Medium
AUD_815,Spontaneous,150,3,78.12,189,,,,,,Medium
AUD_816,Reading,139,7,24.82,168,,,,,,Medium
AUD_817,Reading,162,12,75.31,126,,,,,,Medium
AUD_818,Spontaneous,106,5,74.83,137,,,,,,High
AUD_819,Spontaneous,113,6,29.19,166,,,,,,High
AUD_820,Reading,173,10,66.34,173,,,,,,Medium
AUD_821,Spontaneous,174,14,51.68,103,,,,,,High
AUD_822,Reading,130,10,83.0,97,,,,,,Medium
AUD_823,Reading,94,5,68.68,150,,,,,,Medium
AUD_824,Reading,118,9,86.57,64,,,,,,High
AUD_825,Spontaneous,112,12,27.34,162,,,,,,High
AUD_826,Spontaneous,127,6,22.84,65,,,,,,High
AUD_827,Reading,119,10,88.15,184,,,,,,Medium
AUD_828,Reading,165,3,25.61,92,,,,,,Medium
AUD_829,Reading,90,5,47.03,77,,,,,,High
AUD_830,Spontaneous,148,4,65.5,115,,,,,,High
AUD_831,Reading,150,8,81.6,147,,,,,,High
AUD_832,Spontaneous,149,3,37.82,109,,,,,,Low
AUD_833,Reading,137,4,22.03,177,,,,,,High
AUD_834,Reading,145,10,56.49,180,,,,,,Medium
AUD_835,Reading,163,9,52.98,178,,,,,,High
AUD_836,Reading,161,3,41.48,105,,,,,,Low
AUD_837,Spontaneous,93,7,81.17,133,,,,,,Medium
AUD_838,Spontaneous,93,4,72.45,81,,,,,,High
AUD_839,Spontaneous,166,13,80.07,130,,,,,,High
AUD_840,Spontaneous,142,14,31.33,67,,,,,,Medium
AUD_841,Spontaneous,176,7,68.47,84,,,,,,Medium
AUD_842,Reading,129,6,88.26,153,,,,,,Low
AUD_843,Spontaneous,106,11,62.83,149,,,,,,High
AUD_844,Spontaneous,133,5,32.0,72,,,,,,Medium
AUD_845,Spontaneous,129,13,89.7,190,,,,,,Low
AUD_846,Spontaneous,137,8,56.98,191,,,,,,Medium
AUD_847,Reading,163,12,78.8,54,,,,,,High
AUD_848,Reading,149,11,30.46,199,,,,,,High
AUD_849,Reading,107,8,66.63,77,,,,,,Medium
AUD_850,Spontaneous,156,5,83.88,181,,,,,,High
AUD_851,Reading,143,4,57.24,99,,,,,,High
AUD_852,Reading,142,5,40.21,151,,,,,,Medium
AUD_853,Spontaneous,151,3,28.92,78,,,,,,High
AUD_854,Spontaneous,141,5,40.72,86,,,,,,High
AUD_855,Spontaneous,131,5,44.84,197,,,,,,Medium
AUD_856,Reading,148,13,69.7,179,,,,,,High
AUD_857,Spontaneous,155,6,32.5,165,,,,,,High
AUD_858,Reading,110,2,27.43,107,,,,,,Medium
AUD_859,Reading,135,3,47.09,195,,,,,,High
AUD_860,Reading,131,9,52.11,155,,,,,,Medium
AUD_861,Reading,94,9,63.99,105,,,,,,Low
AUD_862,Reading,165,9,69.53,171,,,,,,High
AUD_863,Spontaneous,124,6,82.25,152,,,,,,Medium
AUD_864,Reading,97,9,40.23,172,,,,,,High
AUD_865,Reading,131,10,57.0,71,,,,,,High
AUD_866,Reading,105,5,45.62,109,,,,,,Medium
AUD_867,Reading,153,5,20.1,187,,,,,,High
AUD_868,Reading,141,8,60.56,133,,,,,,High
AUD_869,Spontaneous,114,6,77.11,177,,,,,,Medium
AUD_870,Reading,176,12,22.55,129,,,,,,High
AUD_871,Reading,116,11,20.24,183,,,,,,Medium
AUD_872,Reading,140,2,70.95,130,,,,,,High
AUD_873,Reading,162,9,67.87,55,,,,,,Medium
AUD_874,Spontaneous,136,5,48.41,135,,,,,,Medium
AUD_875,Reading,176,9,66.31,131,,,,,,High
AUD_876,Reading,166,3,86.74,91,,,,,,Medium
AUD_877,Reading,173,13,37.35,123,,,,,,Medium
AUD_878,Reading,124,13,37.21,90,,,,,,High
AUD_879,Spontaneous,139,5,33.04,112,,,,,,High
AUD_880,Spontaneous,166,3,70.68,71,,,,,,High
AUD_881,Spontaneous,171,6,44.72,128,,,,,,Low
AUD_882,Reading,175,11,89.21,120,,,,,,High
AUD_883,Spontaneous,169,11,70.03,163,,,,,,Medium
AUD_884,Spontaneous,156,9,45.72,83,,,,,,Medium
AUD_885,Spontaneous,92,12,30.44,145,,,,,,High
AUD_886,Spontaneous,118,8,61.44,179,,,,,,Medium
AUD_887,Spontaneous,102,12,40.64,158,,,,,,High
AUD_888,Reading,104,6,83.39,124,,,,,,High
AUD_889,Spontaneous,116,12,50.9,68,,,,,,High
AUD_890,Spontaneous,97,8,40.49,174,,,,,,High
AUD_891,Spontaneous,112,6,61.2,69,,,,,,Low
AUD_892,Reading,176,8,29.59,165,,,,,,Medium
AUD_893,Reading,118,5,59.31,143,,,,,,High
AUD_894,Spontaneous,104,5,23.93,131,,,,,,Medium
AUD_895,Reading,155,11,62.48,145,,,,,,High
AUD_896,Reading,165,5,57.11,153,,,,,,Medium
AUD_897,Spontaneous,118,12,56.45,53,,,,,,Medium
AUD_898,Reading,115,9,67.89,196,,,,,,High
AUD_899,Spontaneous,112,2,23.11,180,,,,,,High
AUD_900,Spontaneous,125,11,52.18,141,,,,,,Medium
AUD_901,Spontaneous,98,6,51.08,110,,,,,,Medium
AUD_902,Reading,150,13,52.18,87,,,,,,Medium
AUD_903,Spontaneous,164,11,88.59,167,,,,,,High
AUD_904,Spontaneous,150,3,29.75,183,,,,,,Medium
AUD_905,Reading,128,11,68.33,105,,,,,,High
AUD_906,Spontaneous,116,5,48.14,170,,,,,,Low
AUD_907,Reading,127,6,55.82,130,,,,,,Medium
AUD_908,Reading,128,9,73.37,155,,,,,,Medium
AUD_909,Spontaneous,150,3,31.02,169,,,,,,High
AUD_910,Reading,174,3,73.45,118,,,,,,Medium
AUD_911,Spontaneous,96,3,24.92,132,,,,,,High
AUD_912,Reading,176,9,53.83,91,,,,,,Medium
AUD_913,Reading,172,13,71.94,148,,,,,,High
AUD_914,Reading,101,4,33.48,179,,,,,,High
AUD_915,Reading,107,6,73.96,77,,,,,,High
AUD_916,Spontaneous,118,3,31.68,166,,,,,,Medium
AUD_917,Spontaneous,140,7,75.95,194,,,,,,Low
AUD_918,Reading,102,11,52.83,119,,,,,,High
AUD_919,Spontaneous,108,7,67.92,156,,,,,,High
AUD_920,Spontaneous,171,3,84.22,172,,,,,,Low
AUD_921,Spontaneous,100,5,48.59,118,,,,,,Medium
AUD_922,Spontaneous,126,12,36.31,88,,,,,,High
AUD_923,Spontaneous,159,3,80.7,184,,,,,,Medium
AUD_924,Spontaneous,170,11,31.31,53,,,,,,Medium
AUD_925,Spontaneous,120,5,64.2,198,,,,,,Medium
AUD_926,Reading,105,14,84.63,131,,,,,,High
AUD_927,Spontaneous,156,14,67.21,146,,,,,,High
AUD_928,Reading,160,12,33.7,191,,,,,,Medium
AUD_929,Reading,178,8,30.66,119,,,,,,High
AUD_930,Reading,103,6,37.66,95,,,,,,High
AUD_931,Spontaneous,154,11,47.4,197,,,,,,Medium
AUD_932,Spontaneous,128,5,31.14,148,,,,,,High
AUD_933,Reading,172,11,75.85,129,,,,,,High
AUD_934,Reading,127,11,44.99,97,,,,,,High
AUD_935,Spontaneous,130,4,85.53,56,,,,,,High
AUD_936,Spontaneous,101,14,78.97,89,,,,,,High
AUD_937,Spontaneous,119,14,83.62,108,,,,,,Medium
AUD_938,Reading,126,14,40.61,85,,,,,,High
AUD_939,Reading,92,7,60.16,157,,,,,,Medium
