sample_id,speaker_id,age,gender,region,education_level,english_learning_years,task_type,speech_duration_sec,word_count,speaking_rate_wpm,pause_count,pronunciation_score,fluency_score,intonation_score,overall_score,target_level
AUD_234,1472,39,Female,Sichuan,Postgraduate,7,Spontaneous,88.73,108,94.39,11,94,61,80,79.9,High
AUD_235,1230,38,Female,Jiangsu,Postgraduate,4,Reading,26.46,71,131.76,14,54,64,52,56.4,Low
AUD_236,1189,27,Male,Zhejiang,Undergraduate,12,Spontaneous,38.16,158,165.26,5,99,96,70,89.4,High
AUD_237,1224,44,Female,Henan,High School,11,Reading,26.02,160,106.23,4,96,52,88,80.4,High
AUD_238,1384,32,Male,Sichuan,High School,12,Reading,39.15,137,103.11,8,76,53,54,62.5,Medium
AUD_239,1376,26,Female,Jiangsu,Postgraduate,10,Spontaneous,26.47,89,132.47,2,60,86,69,70.5,Medium
AUD_240,1282,19,Male,Guangdong,High School,14,Reading,55.58,134,123.35,3,79,87,72,79.3,High
AUD_241,1957,22,Male,Zhejiang,Postgraduate,8,Spontaneous,50.68,143,140.52,2,86,55,81,75.2,High
AUD_242,1632,23,Male,Jiangsu,Undergraduate,12,Spontaneous,32.18,60,175.24,5,88,98,91,91.89999999999999,High
AUD_243,1627,24,Female,Beijing,High School,13,Reading,32.24,166,158.48,6,83,77,58,73.69999999999999,Medium
AUD_244,1972,38,Male,Jiangsu,High School,5,Spontaneous,63.83,58,151.84,12,73,57,52,61.9,Medium
AUD_245,1744,42,Female,Sichuan,Undergraduate,13,Reading,47.1,61,127.43,11,65,80,76,72.8,Medium
AUD_246,1258,18,Female,Guangdong,Undergraduate,4,Reading,23.93,87,115.86,6,79,70,76,75.4,High
AUD_247,1358,40,Female,Shanghai,Undergraduate,9,Spontaneous,84.41,180,138.62,3,73,94,59,75.10000000000001,High
AUD_248,1709,43,Female,Henan,High School,10,Reading,48.35,175,169.69,12,52,78,65,63.7,Medium
AUD_249,1455,24,Female,Shanghai,High School,12,Reading,61.37,192,168.91,4,78,64,73,72.30000000000001,Medium
AUD_250,1410,37,Male,Jiangsu,Undergraduate,3,Spontaneous,81.98,182,130.1,5,91,98,72,87.39999999999999,High
AUD_251,1648,42,Female,Shanghai,Undergraduate,8,Reading,48.15,103,112.16,11,61,73,58,63.699999999999996,Medium
AUD_252,1317,29,Male,Jiangsu,Undergraduate,9,Spontaneous,77.45,73,110.28,7,76,70,51,66.7,Medium
AUD_253,1676,33,Male,Guangdong,Undergraduate,11,Spontaneous,84.03,188,93.06,7,78,98,55,77.1,High
AUD_254,1224,33,Male,Shanghai,Undergraduate,14,Spontaneous,32.18,170,165.84,13,51,72,86,67.8,Medium
AUD_255,1818,28,Male,Sichuan,Postgraduate,5,Spontaneous,82.47,168,113.84,3,78,80,84,80.4,High
AUD_256,1233,38,Male,Sichuan,Undergraduate,4,Reading,28.39,123,122.31,3,89,83,56,77.3,High
AUD_257,1683,21,Male,Beijing,Postgraduate,7,Spontaneous,39.26,170,162.83,10,58,77,64,65.5,Medium
AUD_258,1663,30,Male,Jiangsu,High School,12,Reading,76.57,177,100.8,13,93,81,70,82.5,High
AUD_259,1974,24,Female,Shanghai,High School,3,Reading,83.05,93,131.51,3,77,71,87,78.2,High
AUD_260,1826,21,Male,Sichuan,Postgraduate,8,Spontaneous,67.89,139,101.01,3,86,52,85,75.5,High
AUD_261,1373,32,Female,Hubei,Undergraduate,11,Spontaneous,27.34,61,129.77,4,72,58,72,67.8,Medium
AUD_262,1671,36,Male,Guangdong,High School,12,Spontaneous,56.61,52,94.24,10,62,55,78,64.69999999999999,Medium
AUD_263,1607,26,Male,Henan,Undergraduate,11,Reading,60.08,99,136.59,7,54,50,62,55.2,Low
AUD_264,1471,28,Male,Guangdong,Undergraduate,9,Spontaneous,39.73,157,161.61,12,81,71,54,69.9,Medium
AUD_265,1232,25,Male,Hubei,Postgraduate,13,Reading,89.39,65,150.87,13,77,53,96,75.5,High
AUD_266,1691,18,Female,Hubei,High School,9,Spontaneous,43.49,76,135.83,7,64,94,88,80.19999999999999,High
AUD_267,1112,40,Female,Beijing,High School,10,Spontaneous,34.72,172,164.59,13,73,57,88,72.69999999999999,Medium
AUD_268,1829,42,Female,Guangdong,Postgraduate,12,Reading,27.71,119,110.5,11,81,86,91,85.5,High
AUD_269,1496,41,Male,Guangdong,Undergraduate,4,Reading,46.5,91,164.77,6,70,91,94,83.5,High
AUD_270,1441,25,Male,Shanghai,Undergraduate,8,Spontaneous,68.48,187,114.87,8,54,68,92,69.6,Medium
AUD_271,1563,30,Male,Jiangsu,High School,7,Spontaneous,36.2,174,122.62,12,86,93,50,77.3,High
AUD_272,1267,39,Female,Zhejiang,Postgraduate,7,Spontaneous,73.87,185,101.56,5,85,50,69,69.7,Medium
AUD_273,1509,44,Male,Henan,Postgraduate,5,Reading,29.48,195,99.16,11,77,90,92,85.39999999999999,High
AUD_274,1806,21,Female,Guangdong,Undergraduate,5,Spontaneous,50.83,194,173.89,11,81,73,50,69.3,Medium
AUD_275,1385,25,Female,Henan,Undergraduate,8,Spontaneous,69.17,107,107.1,4,72,97,84,83.1,High
AUD_276,1386,20,Male,Henan,Postgraduate,14,Reading,29.47,155,120.0,8,65,66,89,72.5,Medium
AUD_277,1112,26,Male,Henan,High School,12,Spontaneous,61.85,115,137.62,11,99,81,94,92.10000000000001,High
AUD_278,1612,19,Female,Guangdong,Undergraduate,12,Reading,75.93,133,121.31,2,59,99,56,70.1,Medium
AUD_279,1624,19,Female,Zhejiang,Postgraduate,9,Reading,61.69,58,168.31,7,78,63,84,75.3,High
AUD_280,1951,30,Female,Guangdong,Postgraduate,3,Spontaneous,55.8,154,171.06,14,76,66,83,75.1,High
AUD_281,1080,32,Male,Shanghai,Postgraduate,5,Spontaneous,78.68,138,119.34,12,84,81,99,87.60000000000001,High
AUD_282,1698,40,Male,Shanghai,High School,14,Reading,88.98,138,98.28,12,91,82,54,77.2,High
AUD_283,1112,29,Male,Zhejiang,Undergraduate,3,Reading,32.69,137,108.91,12,94,79,78,84.69999999999999,High
AUD_284,1001,43,Male,Sichuan,Undergraduate,12,Spontaneous,68.39,55,132.7,3,73,96,99,87.7,High
AUD_285,1641,21,Male,Guangdong,Undergraduate,5,Reading,25.65,172,115.96,3,72,83,97,82.8,High
AUD_286,1219,43,Male,Sichuan,High School,7,Reading,23.0,123,130.81,12,52,77,76,66.7,Medium
AUD_287,1565,25,Female,Henan,Undergraduate,11,Spontaneous,39.66,152,158.28,9,85,73,56,72.7,Medium
AUD_288,1854,26,Female,Guangdong,Undergraduate,5,Reading,87.96,195,127.86,4,94,63,50,71.5,Medium
AUD_289,1996,40,Female,Jiangsu,Undergraduate,12,Reading,58.65,82,107.73,10,63,83,58,67.5,Medium
AUD_290,1735,22,Male,Guangdong,Undergraduate,12,Reading,38.78,196,122.22,5,53,96,96,78.8,High
AUD_291,1224,41,Female,Shanghai,High School,11,Reading,29.28,136,156.87,7,93,50,50,67.2,Medium
AUD_292,1384,37,Male,Beijing,Postgraduate,3,Reading,84.41,118,128.17,2,97,71,76,82.9,High
AUD_293,1402,35,Male,Hubei,Postgraduate,8,Reading,45.37,173,112.46,12,91,82,66,80.8,High
AUD_294,1637,28,Female,Beijing,Undergraduate,11,Spontaneous,41.47,75,128.47,11,81,93,81,84.6,High
AUD_295,1129,32,Male,Beijing,Undergraduate,14,Spontaneous,80.06,55,130.93,11,69,96,90,83.4,High
AUD_296,1052,39,Female,Beijing,Undergraduate,7,Spontaneous,62.31,88,116.67,4,66,67,79,70.2,Medium
AUD_297,1683,26,Female,Hubei,High School,13,Spontaneous,31.8,53,179.61,5,78,96,64,79.2,High
AUD_298,1729,34,Male,Sichuan,Undergraduate,12,Reading,49.51,177,159.09,6,88,88,91,88.9,High
AUD_299,1671,44,Female,Hubei,High School,4,Spontaneous,84.98,107,152.32,14,81,61,77,73.8,Medium
AUD_300,1709,43,Female,Sichuan,Undergraduate,7,Reading,83.08,97,166.94,2,53,59,52,54.50000000000001,Low
AUD_301,1415,29,Female,Hubei,Undergraduate,3,Spontaneous,24.91,109,149.98,5,73,51,77,67.6,Medium
AUD_302,1246,24,Female,Hubei,Postgraduate,11,Reading,38.8,75,161.19,6,93,51,54,68.7,Medium
AUD_303,1835,27,Male,Guangdong,Undergraduate,12,Spontaneous,30.82,126,127.13,5,91,55,51,68.2,Medium
AUD_304,1438,42,Female,Sichuan,High School,12,Reading,57.37,135,135.03,11,51,69,87,67.2,Medium
AUD_305,1202,43,Female,Guangdong,Postgraduate,11,Spontaneous,72.5,172,94.23,11,63,87,65,70.8,Medium
AUD_306,1183,42,Female,Jiangsu,High School,8,Spontaneous,40.69,105,115.26,8,89,77,93,86.6,High
AUD_307,1122,27,Male,Guangdong,Postgraduate,13,Spontaneous,73.06,88,123.12,9,91,91,66,83.5,High
AUD_308,1400,44,Female,Beijing,High School,11,Spontaneous,66.81,130,146.29,13,87,52,61,68.7,Medium
AUD_309,1766,30,Male,Zhejiang,Postgraduate,5,Spontaneous,70.98,74,131.78,9,83,97,75,84.8,High
AUD_310,1293,36,Female,Zhejiang,High School,6,Reading,86.38,176,144.71,4,95,86,98,93.19999999999999,High
AUD_311,1279,28,Female,Shanghai,High School,8,Spontaneous,49.72,198,154.2,14,92,86,56,79.4,High
AUD_312,1836,30,Female,Shanghai,Undergraduate,6,Reading,43.98,74,93.84,6,51,91,73,69.6,Medium
AUD_313,1883,38,Male,Henan,Postgraduate,3,Spontaneous,67.87,138,113.24,11,85,74,65,75.7,High
AUD_314,1609,25,Male,Guangdong,Postgraduate,9,Spontaneous,76.53,71,105.38,9,55,72,67,63.69999999999999,Medium
AUD_315,1197,25,Male,Hubei,Undergraduate,7,Spontaneous,33.4,72,106.87,8,85,62,57,69.69999999999999,Medium
AUD_316,1981,21,Male,Hubei,High School,10,Reading,79.28,79,135.28,10,71,73,76,73.1,Medium
AUD_317,1906,32,Male,Zhejiang,High School,11,Spontaneous,24.05,152,156.6,14,54,52,75,59.7,Low
AUD_318,1510,28,Male,Beijing,Postgraduate,7,Spontaneous,20.45,126,114.55,11,87,99,80,88.5,High
AUD_319,1751,28,Female,Sichuan,High School,10,Reading,31.09,122,164.2,8,90,87,67,82.19999999999999,High
AUD_320,1143,18,Male,Beijing,Postgraduate,3,Reading,88.51,192,170.32,3,71,77,51,66.8,Medium
AUD_321,1608,34,Female,Henan,Postgraduate,3,Reading,56.65,144,121.55,5,97,75,90,88.30000000000001,High
AUD_322,1200,32,Male,Beijing,High School,9,Reading,23.26,144,151.32,13,60,69,72,66.3,Medium
AUD_323,1123,37,Male,Guangdong,High School,8,Spontaneous,89.8,187,100.53,13,92,76,97,88.7,High
AUD_324,1186,23,Male,Guangdong,High School,7,Reading,72.14,166,156.96,9,80,50,98,76.4,High
AUD_325,1325,41,Female,Jiangsu,Undergraduate,7,Reading,78.66,86,104.85,10,91,59,91,81.39999999999999,High
AUD_326,1463,39,Male,Henan,Postgraduate,11,Spontaneous,34.91,56,151.87,8,78,59,71,70.2,Medium
AUD_327,1348,42,Male,Beijing,High School,3,Reading,27.38,173,127.97,6,82,50,82,72.4,Medium
AUD_328,1770,32,Female,Hubei,Undergraduate,10,Reading,56.06,81,173.56,2,71,81,67,72.8,Medium
AUD_329,1659,26,Female,Hubei,High School,4,Reading,74.05,60,131.8,10,98,81,64,82.7,High
AUD_330,1763,31,Female,Henan,Postgraduate,9,Spontaneous,64.64,158,92.78,13,76,92,90,85.0,High
AUD_331,1954,35,Female,Beijing,Undergraduate,8,Reading,64.17,141,133.26,7,57,76,52,61.2,Medium
AUD_332,1931,43,Male,Guangdong,Postgraduate,12,Reading,73.0,97,161.59,3,97,62,97,86.5,High
AUD_333,1402,34,Female,Guangdong,High School,4,Reading,35.89,94,148.24,12,55,66,72,63.39999999999999,Medium
AUD_334,1345,35,Male,Jiangsu,High School,14,Spontaneous,66.31,144,176.97,11,95,77,96,89.89999999999999,High
AUD_335,1962,22,Male,Jiangsu,High School,5,Spontaneous,47.45,82,165.89,11,74,74,51,67.1,Medium
AUD_336,1510,37,Female,Shanghai,Undergraduate,6,Reading,24.88,167,137.39,3,83,99,91,90.2,High
AUD_337,1146,37,Male,Henan,Undergraduate,9,Spontaneous,34.15,181,108.59,11,58,85,53,64.6,Medium
AUD_338,1147,26,Female,Zhejiang,Undergraduate,10,Reading,75.58,96,90.34,2,85,96,75,85.3,High
AUD_339,1863,28,Male,Beijing,Undergraduate,13,Spontaneous,82.72,171,178.25,13,80,51,68,67.69999999999999,Medium
AUD_340,1710,41,Female,Henan,High School,4,Spontaneous,39.8,102,174.45,5,68,81,98,80.9,High
AUD_341,1819,39,Female,Hubei,High School,10,Reading,33.33,175,114.67,11,98,81,59,81.2,High
AUD_342,1488,18,Female,Beijing,High School,13,Reading,21.87,76,147.44,12,50,55,71,57.8,Low
AUD_343,1928,35,Female,Jiangsu,Undergraduate,11,Reading,86.34,138,155.63,14,73,80,55,69.7,Medium
AUD_344,1935,23,Female,Jiangsu,Undergraduate,9,Spontaneous,67.87,85,142.02,3,83,58,50,65.6,Medium
AUD_345,1639,44,Female,Shanghai,High School,3,Reading,86.99,150,165.87,11,66,92,92,81.6,High
AUD_346,1550,19,Male,Zhejiang,High School,8,Spontaneous,80.47,171,97.0,12,83,65,65,72.2,Medium
AUD_347,1337,32,Male,Shanghai,Undergraduate,10,Spontaneous,43.83,174,170.68,10,84,74,56,72.6,Medium
AUD_348,1871,43,Male,Hubei,Postgraduate,7,Reading,27.89,108,125.28,3,85,89,73,82.6,High
AUD_349,1640,38,Female,Zhejiang,High School,14,Spontaneous,54.93,72,133.26,12,62,77,84,73.1,Medium
AUD_350,1778,31,Male,Sichuan,High School,4,Spontaneous,21.88,148,130.03,10,74,66,63,68.30000000000001,Medium
AUD_351,1987,22,Female,Beijing,High School,7,Reading,30.49,117,137.82,2,61,80,53,64.30000000000001,Medium
AUD_352,1952,23,Male,Shanghai,Undergraduate,10,Spontaneous,36.34,141,143.84,8,70,72,90,76.6,High
AUD_353,1472,23,Male,Jiangsu,High School,4,Spontaneous,66.6,154,153.93,7,86,80,64,77.6,High
AUD_354,1945,39,Female,Shanghai,High School,3,Reading,55.69,91,137.24,7,95,75,93,88.4,High
AUD_355,1150,35,Male,Sichuan,High School,6,Reading,41.17,190,151.63,3,87,53,97,79.8,High
AUD_356,1414,31,Male,Shanghai,High School,6,Reading,59.53,178,120.45,2,50,88,72,68.0,Medium
AUD_357,1989,27,Male,Beijing,High School,11,Spontaneous,28.76,102,174.3,11,97,92,68,86.80000000000001,High
AUD_358,1297,31,Female,Sichuan,Postgraduate,5,Spontaneous,72.9,139,95.81,9,55,92,63,68.5,Medium
AUD_359,1610,30,Male,Henan,Postgraduate,6,Spontaneous,69.84,165,139.1,9,94,92,76,88.0,High
AUD_360,1262,20,Female,Henan,High School,5,Reading,35.16,136,97.87,3,94,64,85,82.3,High
AUD_361,1763,23,Male,Henan,High School,4,Spontaneous,62.45,162,129.85,5,60,86,87,75.89999999999999,High
AUD_362,1143,25,Male,Jiangsu,High School,6,Spontaneous,55.23,199,113.18,14,65,87,71,73.39999999999999,Medium
AUD_363,1345,29,Male,Jiangsu,High School,10,Spontaneous,24.26,164,174.32,14,71,72,60,68.0,Medium
AUD_364,1623,30,Male,Henan,Undergraduate,3,Reading,39.47,169,91.18,5,95,54,53,70.1,Medium
AUD_365,1571,28,Female,Henan,Undergraduate,10,Reading,89.96,77,125.21,3,60,90,81,75.3,High
AUD_366,1880,29,Male,Henan,Undergraduate,10,Reading,26.97,102,160.38,12,86,92,89,88.7,High
AUD_367,1001,18,Female,Guangdong,Postgraduate,5,Spontaneous,55.45,166,106.96,10,75,74,90,79.2,High
AUD_368,1896,34,Female,Henan,High School,12,Spontaneous,79.45,194,163.4,13,75,79,73,75.6,High
AUD_369,1303,33,Male,Sichuan,Undergraduate,12,Reading,41.05,113,167.38,5,91,75,83,83.8,High
AUD_370,1253,28,Male,Guangdong,High School,14,Reading,38.25,55,153.72,5,70,52,52,59.2,Low
AUD_371,1651,30,Female,Guangdong,High School,14,Spontaneous,82.36,191,108.82,5,75,53,87,72.0,Medium
AUD_372,1452,35,Female,Beijing,Postgraduate,8,Reading,41.34,163,114.48,6,64,96,51,69.7,Medium
AUD_373,1036,28,Male,Shanghai,Postgraduate,6,Spontaneous,65.6,177,105.02,11,88,67,72,76.89999999999999,High
AUD_374,1159,29,Male,Jiangsu,Undergraduate,3,Reading,71.82,66,106.57,13,84,86,89,86.10000000000001,High
AUD_375,1008,23,Male,Jiangsu,Undergraduate,3,Reading,75.2,87,93.28,13,60,60,69,62.7,Medium
AUD_376,1232,26,Male,Shanghai,Postgraduate,7,Reading,89.63,62,167.16,9,58,60,57,58.3,Low
AUD_377,1098,33,Male,Jiangsu,Postgraduate,14,Spontaneous,76.22,161,137.57,5,91,85,84,87.1,High
AUD_378,1658,21,Female,Shanghai,High School,10,Reading,65.99,186,119.5,4,72,65,98,77.69999999999999,High
AUD_379,1815,20,Male,Sichuan,High School,3,Spontaneous,82.68,176,116.06,12,53,92,92,76.39999999999999,High
AUD_380,1207,33,Male,Beijing,Undergraduate,4,Reading,83.4,155,139.02,2,79,74,52,69.39999999999999,Medium
AUD_381,1130,41,Female,Henan,Undergraduate,9,Reading,88.12,126,119.4,3,77,50,81,70.1,Medium
AUD_382,1403,44,Male,Beijing,Postgraduate,10,Spontaneous,74.35,68,167.73,5,74,75,80,76.1,High
AUD_383,1151,43,Male,Hubei,Undergraduate,14,Spontaneous,33.64,127,108.99,10,71,94,93,84.5,High
AUD_384,1053,42,Female,Beijing,High School,5,Reading,69.69,169,169.41,2,74,79,95,81.8,High
AUD_385,1119,29,Male,Shanghai,Postgraduate,13,Spontaneous,25.26,128,149.77,7,75,55,80,70.5,Medium
AUD_386,1672,28,Female,Hubei,High School,14,Reading,42.26,125,176.1,7,99,76,50,77.4,High
AUD_387,1919,22,Male,Shanghai,Postgraduate,10,Spontaneous,28.11,150,91.36,11,78,68,61,69.9,Medium
AUD_388,1627,42,Male,Henan,Postgraduate,3,Spontaneous,86.5,124,95.32,4,95,87,67,84.19999999999999,High
AUD_389,1586,35,Male,Zhejiang,High School,11,Reading,43.71,169,135.08,11,90,94,73,86.1,High
AUD_390,1624,36,Female,Hubei,Undergraduate,14,Reading,69.93,188,172.11,10,81,92,85,85.5,High
AUD_391,1967,40,Female,Henan,Undergraduate,4,Spontaneous,59.99,132,155.77,11,75,68,78,73.8,Medium
AUD_392,1419,40,Female,Henan,Undergraduate,4,Spontaneous,27.53,75,145.99,4,77,88,74,79.4,High
AUD_393,1421,23,Female,Jiangsu,Undergraduate,6,Reading,59.29,177,92.84,2,69,93,72,77.1,High
AUD_394,1103,39,Male,Jiangsu,High School,14,Spontaneous,66.27,194,121.87,3,97,81,52,78.7,High
AUD_395,1851,35,Female,Zhejiang,Postgraduate,12,Spontaneous,81.71,132,121.13,5,51,97,79,73.2,Medium
AUD_396,1253,43,Female,Zhejiang,High School,5,Spontaneous,24.91,93,138.79,5,72,50,66,63.599999999999994,Medium
AUD_397,1226,23,Female,Beijing,Undergraduate,6,Spontaneous,40.69,133,113.2,3,88,74,94,85.60000000000001,High
AUD_398,1111,21,Male,Henan,Undergraduate,8,Reading,68.46,74,114.04,11,54,96,98,79.8,High
AUD_399,1509,29,Male,Zhejiang,High School,9,Reading,22.4,86,145.88,7,70,62,79,70.3,Medium
AUD_400,1472,36,Female,Shanghai,Postgraduate,7,Spontaneous,34.25,161,175.01,7,71,59,98,75.5,High
AUD_401,1098,44,Female,Henan,High School,4,Spontaneous,35.31,51,149.42,4,98,67,68,79.69999999999999,High
AUD_402,1152,19,Male,Guangdong,High School,5,Reading,66.85,147,150.13,2,60,85,54,65.7,Medium
AUD_403,1860,34,Female,Shanghai,High School,12,Spontaneous,40.02,81,178.76,11,79,71,89,79.60000000000001,High
AUD_404,1913,28,Female,Hubei,Postgraduate,13,Spontaneous,61.97,138,103.81,10,77,55,83,72.19999999999999,Medium
AUD_405,1895,28,Female,Zhejiang,High School,5,Spontaneous,87.57,86,93.05,5,85,76,58,74.19999999999999,Medium
AUD_406,1877,38,Female,Jiangsu,High School,7,Spontaneous,75.53,164,157.1,10,66,57,88,69.9,Medium
AUD_407,1337,33,Male,Shanghai,Undergraduate,14,Spontaneous,43.3,190,129.49,6,70,73,97,79.0,High
AUD_408,1705,19,Male,Jiangsu,High School,13,Reading,53.07,52,128.59,8,86,69,93,83.0,High
AUD_409,1821,19,Male,Shanghai,Undergraduate,14,Spontaneous,34.05,89,110.28,4,85,71,75,77.8,High
AUD_410,1162,40,Female,Jiangsu,Undergraduate,7,Spontaneous,21.1,123,135.62,4,74,58,54,63.2,Medium
AUD_411,1719,25,Female,Sichuan,Undergraduate,6,Spontaneous,40.28,115,129.8,9,73,89,73,77.80000000000001,High
AUD_412,1956,30,Male,Shanghai,Postgraduate,10,Reading,45.86,109,121.09,2,79,99,80,85.3,High
AUD_413,1680,27,Male,Hubei,Undergraduate,8,Spontaneous,59.51,60,129.85,9,91,88,73,84.69999999999999,High
AUD_414,1995,25,Male,Jiangsu,High School,8,Spontaneous,86.08,169,124.55,9,84,68,70,75.0,High
AUD_415,1160,21,Female,Guangdong,High School,3,Reading,86.35,178,174.59,4,70,99,71,79.0,High
AUD_416,1579,32,Male,Hubei,Undergraduate,8,Reading,24.91,91,178.22,2,55,50,87,63.099999999999994,Medium
AUD_417,1800,18,Female,Beijing,Undergraduate,5,Reading,63.03,172,165.59,10,70,60,71,67.3,Medium
AUD_418,1397,28,Female,Shanghai,High School,8,Reading,22.96,141,179.14,5,57,90,70,70.8,Medium
AUD_419,1276,24,Male,Guangdong,Undergraduate,12,Spontaneous,65.37,111,113.91,8,54,91,79,72.60000000000001,Medium
AUD_420,1815,34,Male,Beijing,Postgraduate,13,Spontaneous,28.24,61,165.86,10,89,59,98,82.69999999999999,High
AUD_421,1915,44,Female,Shanghai,Undergraduate,8,Spontaneous,86.25,77,126.6,4,59,50,96,67.4,Medium
AUD_422,1503,37,Male,Guangdong,Postgraduate,4,Reading,80.5,156,157.15,6,80,76,59,72.5,Medium
AUD_423,1895,41,Male,Guangdong,Postgraduate,3,Spontaneous,21.56,198,108.13,11,79,66,52,67.0,Medium
AUD_424,1391,35,Female,Hubei,Postgraduate,13,Reading,74.75,184,163.08,12,70,93,88,82.3,High
AUD_425,1134,39,Female,Sichuan,Undergraduate,5,Reading,64.51,144,97.51,14,85,93,78,85.3,High
AUD_426,1194,39,Female,Guangdong,Postgraduate,7,Spontaneous,54.68,63,114.35,4,76,66,74,72.4,Medium
AUD_427,1400,29,Female,Sichuan,Postgraduate,6,Reading,62.18,167,163.98,6,87,88,51,76.5,High
AUD_428,1639,26,Female,Zhejiang,Undergraduate,9,Reading,67.48,175,157.24,12,84,92,62,79.8,High
AUD_429,1032,22,Male,Hubei,Postgraduate,6,Spontaneous,81.91,152,135.11,3,81,51,76,70.5,Medium
AUD_430,1687,27,Female,Henan,Undergraduate,10,Spontaneous,73.72,122,150.55,5,75,97,78,82.5,High
AUD_431,1459,21,Female,Jiangsu,High School,9,Reading,60.28,111,106.7,13,53,72,63,61.699999999999996,Medium
AUD_432,1954,22,Female,Hubei,Postgraduate,12,Spontaneous,77.72,61,150.1,3,76,90,53,73.30000000000001,Medium
AUD_433,1882,27,Male,Beijing,Undergraduate,11,Spontaneous,89.08,87,90.72,4,85,59,57,68.8,Medium
AUD_434,1469,28,Female,Jiangsu,High School,3,Reading,41.01,88,164.99,6,86,91,54,77.9,High
AUD_435,1374,38,Female,Jiangsu,Postgraduate,7,Reading,28.29,135,136.47,10,76,79,93,82.0,High
AUD_436,1021,41,Female,Henan,Postgraduate,6,Spontaneous,71.2,53,174.95,4,96,84,76,86.4,High
AUD_437,1749,27,Male,Sichuan,Undergraduate,8,Spontaneous,88.5,97,133.03,11,97,74,73,82.9,High
AUD_438,1669,25,Female,Henan,High School,3,Reading,28.17,184,128.98,7,55,66,93,69.69999999999999,Medium
AUD_439,1037,19,Female,Henan,Undergraduate,8,Spontaneous,50.22,109,130.5,5,67,95,92,82.89999999999999,High
AUD_440,1229,40,Female,Jiangsu,Postgraduate,3,Reading,24.36,57,122.38,5,75,68,83,75.3,High
AUD_441,1364,25,Male,Guangdong,Postgraduate,3,Reading,74.36,173,105.0,12,93,67,77,80.39999999999999,High
AUD_442,1562,33,Male,Sichuan,Postgraduate,10,Spontaneous,86.41,165,165.79,14,73,67,73,71.19999999999999,Medium
AUD_443,1437,44,Male,Jiangsu,Postgraduate,4,Spontaneous,54.93,107,125.02,11,56,95,54,67.10000000000001,Medium
AUD_444,1775,39,Male,Sichuan,High School,12,Spontaneous,48.67,84,137.62,11,93,84,62,81.0,High
AUD_445,1282,22,Female,Zhejiang,High School,8,Spontaneous,83.54,122,91.79,14,63,59,67,63.0,Medium
AUD_446,1026,44,Female,Sichuan,Undergraduate,8,Spontaneous,29.34,164,95.42,6,62,72,66,66.2,Medium
AUD_447,1225,42,Male,Shanghai,Undergraduate,8,Reading,82.41,62,143.75,12,75,94,79,81.9,High
AUD_448,1276,20,Male,Guangdong,Undergraduate,10,Spontaneous,47.45,88,169.13,8,92,71,87,84.2,High
AUD_449,1797,29,Female,Beijing,Postgraduate,6,Reading,59.16,133,134.41,12,92,93,68,85.1,High
AUD_450,1608,30,Female,Shanghai,Undergraduate,5,Spontaneous,56.98,70,104.85,5,51,58,71,59.099999999999994,Low
AUD_451,1283,30,Male,Shanghai,High School,8,Reading,63.12,96,100.45,9,95,81,98,91.69999999999999,High
AUD_452,1878,27,Male,Henan,Undergraduate,6,Spontaneous,85.95,51,170.98,13,96,75,98,90.30000000000001,High
AUD_453,1959,21,Male,Henan,Undergraduate,4,Spontaneous,86.58,93,153.15,14,72,78,67,72.3,Medium
AUD_454,1480,26,Male,Shanghai,High School,8,Reading,78.18,79,176.96,10,77,91,75,80.6,High
AUD_455,1452,39,Female,Jiangsu,High School,12,Spontaneous,33.41,177,97.41,10,50,68,64,59.599999999999994,Low
AUD_456,1828,41,Male,Sichuan,Postgraduate,7,Spontaneous,43.35,104,171.24,10,81,97,77,84.6,High
AUD_457,1815,40,Male,Sichuan,High School,13,Reading,54.15,89,166.11,3,61,78,79,71.5,Medium
AUD_458,1658,44,Female,Hubei,High School,11,Reading,83.38,146,170.39,4,95,84,77,86.3,High
AUD_459,1515,19,Female,Jiangsu,Undergraduate,13,Reading,56.46,141,90.52,6,99,61,69,78.60000000000001,High
AUD_460,1546,36,Female,Guangdong,High School,8,Spontaneous,88.42,73,156.77,13,84,57,53,66.6,Medium
AUD_461,1191,18,Female,Jiangsu,Postgraduate,5,Reading,88.87,77,139.4,2,75,74,53,68.1,Medium
AUD_462,1048,42,Female,Jiangsu,Undergraduate,13,Reading,61.9,166,141.59,5,80,76,86,80.6,High
